"","Label","X0.10.","X10.20.","X20.30.","X30.40.","X40.50.","X50.60.","X60.70.","X70.80.","X80.90.","X90.100.","Cluster","Cor.RPL"
"236","11J1_CD4T_488Coro1A_555RPL10A_D002_17_nucleus_419_367_1_14",0.975861611522555,0.946649539408789,0.95371417847336,0.973455220183367,0.967428016958578,0.916568281172352,0.812438315448835,0.65182577931922,0.436871356975288,0.19038882473152,1,-0.243909972044858
"237","11J1_CD4T_488Coro1A_555RPL10A_D002_17_nucleus_467_789_1_14",0.900031744343527,0.841211261353607,0.854045244954827,0.883020753197963,0.875064311789427,0.81160091029108,0.688118592314097,0.523201806751353,0.337348232155549,0.142188403297945,1,-0.574517151633055
"238","11J1_CD4T_488Coro1A_555RPL10A_D002_17_nucleus_489_642_3_14",0.907250246321685,0.821998689868375,0.790535651913293,0.803908110251316,0.826946500870737,0.815112328065822,0.742735197983316,0.595566555143752,0.378090834636473,0.115162721893492,1,-0.737374747161692
"239","11J1_CD4T_488Coro1A_555RPL10A_D002_17_nucleus_578_529_1_14",0.907653532999669,0.959473302646209,1.00010505554246,1.0035257463834,0.979337714924296,0.913944189693563,0.784146211282427,0.596441486567366,0.373099909235997,0.132896929711553,2,-0.447642250331704
"240","11J1_CD4T_488Coro1A_555RPL10A_D002_17_nucleus_618_310_1_14",0.879792121569608,0.955854009285305,0.996300648854104,0.997112541022317,0.954748156533023,0.865264211073379,0.729325900736498,0.557792695010571,0.36277358323668,0.156056502304794,2,-1.06276754166766
"241","11J1_CD4T_488Coro1A_555RPL10A_D002_17_nucleus_629_775_0_14",0.892672685388611,0.825849441383238,0.818484494363617,0.824360563805689,0.804261901347422,0.738839132935971,0.624439827675693,0.477227976880381,0.312374071580468,0.139140924631441,1,-0.568818611906245
"242","11J1_CD4T_488Coro1A_555RPL10A_D002_17_nucleus_823_97_0_14",0.935406560758446,0.949597296865457,0.980965148432726,1.0020556483807,0.991612269137102,0.936346603982975,0.832362415691153,0.683213757395815,0.49815247238095,0.294811008175029,2,-0.234783365440399
"243","11J1_CD4T_488Coro1A_555RPL10A_D002_17_nucleus_890_52_0_13",0.822518467262855,0.908650327289749,0.963495895878999,0.998896795694457,1.0075338969637,0.969606304089476,0.874799044633415,0.719685567075954,0.51145538702388,0.275770567482229,2,-0.440945968434629
"244","11J1_CD4T_488Coro1A_555RPL10A_D002_18_nucleus_174_95_1_14",0.885198610056697,0.968932470851639,0.99989487477835,0.998123750067565,0.975167634527872,0.934479710002849,0.867024454027199,0.744116907914896,0.551764089442284,0.320979080424176,2,-0.346034548454372
"245","11J1_CD4T_488Coro1A_555RPL10A_D002_18_nucleus_367_214_1_14",0.631010269278494,0.891570020163893,0.988019681747392,0.997553265473979,0.958907966280718,0.868041952345518,0.727628767083837,0.555445080779032,0.367860849407698,0.173424986811261,2,0.138364312191705
"246","11J1_CD4T_488Coro1A_555RPL10A_D002_18_nucleus_395_937_1_14",0.952329567340768,0.977776808176838,1.00327586186778,1.00661578428036,0.980245029018489,0.91203165513332,0.786508589823061,0.607665244122703,0.392506620276808,0.159019377997651,2,-0.490747159103506
"247","11J1_CD4T_488Coro1A_555RPL10A_D002_18_nucleus_527_176_0_14",0.912066855544572,0.954020035697512,0.988287259014723,0.996142007010986,0.955717195060785,0.883037768485603,0.785879164568735,0.647564861557155,0.460121278257015,0.245695708038636,2,-0.404762074754164
"248","11J1_CD4T_488Coro1A_555RPL10A_D002_18_nucleus_569_798_1_14",0.902540880844699,0.98340343166189,1.00380469936309,0.982409787977027,0.934859201045795,0.866535848399771,0.764477116447178,0.616689823223252,0.417481064802867,0.18282958583954,2,-0.473962070909736
"249","11J1_CD4T_488Coro1A_555RPL10A_D002_18_nucleus_695_202_1_14",0.846418065301669,0.923842714921057,0.977292515492516,1.00031965083567,0.978296063038969,0.900483141085527,0.762746776201989,0.582620952895636,0.381026210420748,0.170114769820242,2,-0.449399097969848
"250","11J1_CD4T_488Coro1A_555RPL10A_D002_18_nucleus_756_337_1_13",0.862240237395963,0.781694424333054,0.794964615908995,0.817558275120334,0.811429420069021,0.76008993360561,0.659013595811237,0.512548639760261,0.3308335761823,0.130005079715893,1,-0.427205795271158
"251","11J1_CD4T_488Coro1A_555RPL10A_D002_18_nucleus_816_376_0_14",0.815073023284951,0.944029638412998,1.00049605951701,0.996125609954014,0.940344334835182,0.840129669983924,0.705217396623558,0.546604055107022,0.373593729787786,0.193453061304738,2,-0.568967956200977
"252","11J1_CD4T_488Coro1A_555RPL10A_D002_18_nucleus_820_696_0_14",0.968159496586503,0.962253232043281,0.988509094829381,0.997756090439745,0.953495328326425,0.855190116312124,0.711316410052712,0.538672251026947,0.35161818000695,0.157815799151599,1,-0.589178637163387
"253","11J1_CD4T_488Coro1A_555RPL10A_D002_19_nucleus_1_766_2_14",0.924982242585922,0.98886703997708,0.996312490725293,0.966433448215724,0.914047299125144,0.838801723077472,0.736854420693566,0.600494948532788,0.427499897210542,0.234373178284529,1,-0.192341903974757
"254","11J1_CD4T_488Coro1A_555RPL10A_D002_19_nucleus_126_658_3_14",0.957835622630777,0.98865191623384,0.99966220245031,0.980580359366149,0.959135849514606,0.937267664812446,0.886616334308972,0.765926916578267,0.525478486848452,0.19261156372388,2,-0.245961114936114
"255","11J1_CD4T_488Coro1A_555RPL10A_D002_19_nucleus_218_836_2_14",0.934254543053983,0.986503929182384,1.0028771950841,0.990967836911813,0.9547945503835,0.891647049072698,0.790551140154174,0.64187592312834,0.439820838816367,0.202519328967058,2,-0.49325009841853
"256","11J1_CD4T_488Coro1A_555RPL10A_D002_19_nucleus_366_733_2_14",0.850874281743925,0.768777120893481,0.756926120400535,0.761438488419451,0.760164998813792,0.732134583559174,0.654427829584161,0.519566356654423,0.333606937928415,0.117476021892781,1,-0.644207944280131
"257","11J1_CD4T_488Coro1A_555RPL10A_D002_19_nucleus_482_566_1_14",0.915654568063626,0.906673822957915,0.933772421015158,0.918514799812228,0.887848159232905,0.842045401997921,0.750220059602377,0.60320471578154,0.408170239875757,0.185805800119916,1,-0.47763738293532
"258","11J1_CD4T_488Coro1A_555RPL10A_D002_19_nucleus_561_395_1_14",0.962922217681463,0.973410463770669,0.984809602331604,0.983971931214336,0.957125327667005,0.888646670960316,0.770618482552694,0.608463118639752,0.411332855803629,0.195995113802922,1,-0.347353699870935
"259","11J1_CD4T_488Coro1A_555RPL10A_D002_19_nucleus_672_603_1_14",0.914833208633181,0.952195678411339,0.98475857178052,0.991132596376973,0.955274101796255,0.872178408521325,0.742400073271771,0.572910776223949,0.373825142532529,0.159187841112132,2,-0.699816242027715
"260","11J1_CD4T_488Coro1A_555RPL10A_D002_19_nucleus_731_488_1_14",0.97773994744388,0.904681270537781,0.831915331751597,0.753283699478699,0.667551123297442,0.574298598180652,0.472479518952302,0.36055010350374,0.237054148909178,0.106116970718606,1,-0.244511255312723
"261","11J1_CD4T_488Coro1A_555RPL10A_D002_19_nucleus_759_263_1_13",0.864588406804133,0.949829583576053,0.994326662599279,0.999528479848792,0.986315099994372,0.949497171230926,0.875180652201868,0.737793310205518,0.522270318804103,0.261918559478561,2,-0.533811771218787
"262","11J1_CD4T_488Coro1A_555RPL10A_D003_20_nucleus_163_868_3_15",0.978818798072044,0.889396438384704,0.808942452930239,0.737646803138862,0.670386134375613,0.596429790149956,0.507212503904571,0.39898249310546,0.271550999064429,0.133709762807903,1,0.161260550326424
"263","11J1_CD4T_488Coro1A_555RPL10A_D003_20_nucleus_166_373_2_15",0.955023448182369,0.993497887903721,0.995979423518977,0.998480257972777,1.00063735732745,0.978316798183498,0.908491766763524,0.769513329594009,0.560298919878641,0.314372326913982,2,-0.261596646401251
"264","11J1_CD4T_488Coro1A_555RPL10A_D003_20_nucleus_301_98_3_15",0.78413481487958,0.892654758158473,0.967207902559707,1.00436430812192,1.00177833580717,0.959801811592286,0.873756747125106,0.723423469864479,0.49583910906705,0.223323343975102,2,-0.628628662117941
"265","11J1_CD4T_488Coro1A_555RPL10A_D003_20_nucleus_499_933_3_15",0.967287987420056,0.975826115745088,0.988507938910767,0.997261091682678,1.00392627261215,0.976439770849183,0.865420055805192,0.671201095795644,0.425209140057811,0.154630487176387,2,-0.616237576175029
"266","11J1_CD4T_488Coro1A_555RPL10A_D003_20_nucleus_519_507_2_15",0.808619097434953,0.899221760086272,0.969577909985285,1.01627683852459,1.02469050247299,0.967385569531662,0.83450778010836,0.644562482366429,0.41787836153839,0.173004443251064,2,-0.191951607636002
"267","11J1_CD4T_488Coro1A_555RPL10A_D003_20_nucleus_544_189_3_15",0.88458376421814,0.965253929253013,0.986348656522756,0.999016857298878,0.995154594644438,0.957551302314206,0.869130830047761,0.713240703725836,0.476651320713048,0.185795007523555,2,-0.380346698351669
"268","11J1_CD4T_488Coro1A_555RPL10A_D003_20_nucleus_622_920_3_16",0.908181595577973,0.938511181583676,0.976334909990825,0.999882015056239,0.992337455382924,0.932038461262572,0.802125803330723,0.618712016862009,0.406515129228831,0.181385132537784,2,-0.681106841136971
"269","11J1_CD4T_488Coro1A_555RPL10A_D003_20_nucleus_838_658_2_15",0.948829104145058,0.916094218195125,0.892357188020186,0.876551199284572,0.851439273546574,0.796786134637639,0.69454714844628,0.546577030468619,0.363489217706133,0.161819364817717,1,-0.627943864907146
"270","11J1_CD4T_488Coro1A_555RPL10A_D003_20_nucleus_879_553_2_15",0.92713875187999,0.898396175640522,0.924272320573473,0.962727630553737,0.969339728312192,0.917600583472016,0.793876659921414,0.614267948535028,0.400177720031248,0.169350893160728,1,-0.42097359851373
